company_name,ticker,exchange,sector,industry,status,ipo_date,issue_price,price_band_low,price_band_high,listing_price,current_price,offer_size,market_cap_at_ipo,current_market_cap,gmp,subscription,ai_score,ai_rating,ai_confidence,source,country
Landmark Global,,BSE,,,listed,2025-01-23,,72.0,72.0,,17.84,,,148.0,,,59.1,Weak IPO,Low,ipo_data.json,
Akiko,,BSE,,,listed,2024-07-02,,77.0,77.0,,254.0,,,83.0,,,59.1,Weak IPO,Low,ipo_data.json,
Energy-Mission,,BSE,,,listed,2024-05-16,,138.0,138.0,,126.75,,,156.0,,,59.1,Weak IPO,Low,ipo_data.json,
Vrundavan Planta,,BSE,,,listed,2023-11-06,,93.0,93.0,,32.11,,,58.0,,,59.1,Weak IPO,Low,ipo_data.json,
Kaka Industries,,BSE,,,listed,2023-07-19,,58.0,58.0,,176.0,,,79.0,,,59.1,Weak IPO,Low,ipo_data.json,
Atul Ltd,ATUL,NSE,Basic Materials,Chemicals,listed,1994-01-01,,,,,,,,,,,59.1,Weak IPO,Low,expansion_db,IN
Dhillon Freight,,BSE,,,listed,2025-10-07,,72.0,72.0,,35.1,,,28.0,,,59.0,Weak IPO,Low,ipo_data.json,
Saatvik Green,,BSE,,,listed,2025-09-26,,465.0,465.0,,463.55,,,5910.0,,,59.0,Weak IPO,Low,ipo_data.json,
Vandan Foods,,BSE,,,listed,2025-07-07,,115.0,115.0,,32.0,,,96.0,,,59.0,Weak IPO,Low,ipo_data.json,
Bulkcorp Inter.,,BSE,,,listed,2024-08-06,,105.0,105.0,,41.0,,,79.0,,,59.0,Weak IPO,Low,ipo_data.json,
Purv Flexi,,BSE,,,listed,2024-03-05,,71.0,71.0,,51.25,,,149.0,,,59.0,Weak IPO,Low,ipo_data.json,
Cosmic CRF,,BSE,,,listed,2023-06-30,,280.0,280.0,,1061.8,,,257.0,,,59.0,Weak IPO,Low,ipo_data.json,
Amber Enterprises India Ltd,AMBER,NSE,Consumer Cyclical,Consumer Electronics,listed,2018-01-01,,,,,,,,,,,59.0,Weak IPO,Low,expansion_db,IN
United Breweries Ltd,UBL,NSE,Consumer Defensive,Beverages,listed,1997-01-01,,,,,,,,,,,59.0,Weak IPO,Low,expansion_db,IN
KPR Mill Ltd,KPRMILL,NSE,Consumer Cyclical,Textiles,listed,2007-01-01,,,,,,,,,,,59.0,Weak IPO,Low,expansion_db,IN
Interiors & More Ltd,INTERIORS,NSE,Consumer Cyclical,Retail,listed,2024-01-01,,,,,,,,,,,59.0,Weak IPO,Low,expansion_db,IN
Citius Transnet,,BSE,,,listed,2026-04-29,,,,,106.59,,,,,,58.9,Weak IPO,Low,ipo_data.json,
Dachepalli Pub.,,BSE,,,listed,2025-12-30,,102.0,102.0,,75.53,,,153.0,,,58.9,Weak IPO,Low,ipo_data.json,
Mangal Electrica,,BSE,,,listed,2025-08-28,,561.0,561.0,,319.35,,,1550.0,,,58.9,Weak IPO,Low,ipo_data.json,
Mangal Compuso.,,BSE,,,listed,2024-11-21,,45.0,45.0,,45.6,,,61.0,,,58.9,Weak IPO,Low,ipo_data.json,
Inox India,,BSE,,,listed,2023-12-21,,660.0,660.0,,1578.8,,,5990.0,,,58.9,Weak IPO,Low,ipo_data.json,
Maitreya Medica.,,BSE,,,listed,2023-11-07,,82.0,82.0,,150.9,,,56.0,,,58.9,Weak IPO,Low,ipo_data.json,
Reckitt Benckiser Group,RBGLY,OTC,Consumer Defensive,Household Products,listed,,,,,,,,,,,,58.9,Weak IPO,Low,ipo_data.json,
KNR Constructions Ltd,KNRCON,NSE,Industrials,Infrastructure,listed,2008-01-01,,,,,,,,,,,58.9,Weak IPO,Low,expansion_db,IN
Tata Capital,,BSE,,,listed,2025-10-13,,326.0,326.0,,314.8,,,138383.0,,,58.8,Weak IPO,Low,ipo_data.json,
Globtier Infotec,,BSE,,,listed,2025-09-02,,72.0,72.0,,16.75,,,109.0,,,58.8,Weak IPO,Low,ipo_data.json,
Techera Enginee.,,BSE,,,listed,2024-10-03,,82.0,82.0,,142.4,,,135.0,,,58.8,Weak IPO,Low,ipo_data.json,
Aztec Fluids,,BSE,,,listed,2024-05-17,,67.0,67.0,,84.0,,,91.0,,,58.8,Weak IPO,Low,ipo_data.json,
M.V.K. Agro,,BSE,,,listed,2024-03-07,,37.0,37.0,,468.6,,,186.0,,,58.8,Weak IPO,Low,ipo_data.json,
SBI Life Insurance Co.,SBILIFE,NSE,Financial,Insurance,listed,2017-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,IN
NBCC (India) Ltd,NBCC,NSE,Industrials,Construction,listed,2017-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,IN
Delta Corp Ltd,DELTACORP,NSE,Consumer Cyclical,Entertainment,listed,2007-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,IN
RBL Bank Ltd,RBLBANK,NSE,Financial,Banks,listed,2016-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,IN
DraftKings Inc.,DKNG,NASDAQ,Consumer Cyclical,Gambling,listed,2020-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,US
Slack Technologies Inc.,WORK,NYSE,Technology,Software,listed,2019-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,US
TaskUs Inc.,TASK,NASDAQ,Technology,Consulting,listed,2021-01-01,,,,,,,,,,,58.8,Weak IPO,Low,expansion_db,US
Shivashrit Foods,,BSE,,,listed,2025-09-01,,142.0,142.0,,119.5,,,259.0,,,58.7,Weak IPO,Low,ipo_data.json,
Silky Overseas,,BSE,,,listed,2025-07-07,,161.0,161.0,,120.4,,,103.0,,,58.7,Weak IPO,Low,ipo_data.json,
NMDC Steel Ltd,NMDCSTEEL,NSE,Basic Materials,Steel,listed,2023-01-01,,,,,,,,,,,58.7,Weak IPO,Low,expansion_db,IN
Unity Software Inc.,U,NYSE,Technology,Software,listed,2020-01-01,,,,,,,,,,,58.7,Weak IPO,Low,expansion_db,US
National Grid PLC,NG.,LSE,Utilities,Electric Utilities,listed,2000-01-01,,,,,,,,,,,58.7,Weak IPO,Low,expansion_db,GB
Shyam Dhani Ind.,,BSE,,,listed,2025-12-30,,69.0,69.0,,63.35,,,143.0,,,58.6,Weak IPO,Low,ipo_data.json,
Manas Polymers,,BSE,,,listed,2025-10-06,,81.0,81.0,,42.1,,,63.0,,,58.6,Weak IPO,Low,ipo_data.json,
WOL 3D India,,BSE,,,listed,2024-09-30,,150.0,150.0,,157.25,,,97.0,,,58.6,Weak IPO,Low,ipo_data.json,
Blue Pebble,,BSE,,,listed,2024-04-03,,168.0,168.0,,93.9,,,69.0,,,58.6,Weak IPO,Low,ipo_data.json,
Hi-Green Carbon,,BSE,,,listed,2023-09-28,,75.0,75.0,,126.45,,,187.0,,,58.6,Weak IPO,Low,ipo_data.json,
Exxon Mobil Corporation,XOM,NYSE,Energy,Oil & Gas,listed,,,,,,,,,,,,58.6,Weak IPO,Low,ipo_data.json,
SoftBank Group Corp,SFTBY,OTC,Financial,Asset Management,listed,,,,,,,,,,,,58.6,Weak IPO,Low,ipo_data.json,
Integra Essentia Ltd,INTEGRAESS,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,58.6,Weak IPO,Low,expansion_db,IN
Vijaya Diagnostic Centre,VIJAYA,NSE,Healthcare,Diagnostics,listed,2021-01-01,,,,,,,,,,,58.6,Weak IPO,Low,expansion_db,IN
Fractal Analyt.,,BSE,,,listed,2026-02-16,,1005.0,1005.0,,1004.9,,,17287.0,,,58.5,Weak IPO,Low,ipo_data.json,
SK Minerals &amp; Additives,,BSE,,,listed,2025-10-17,,127.0,127.0,,395.0,,,155.0,,,58.5,Weak IPO,Low,ipo_data.json,
Solar91 Clean,,BSE,,,listed,2025-01-01,,,,,,,,400.0,,,58.5,Weak IPO,Low,ipo_data.json,
Siyaram Recycli.,,BSE,,,listed,2023-12-21,,40.0,40.0,,36.0,,,86.0,,,58.5,Weak IPO,Low,ipo_data.json,
Royal Bank of Canada,RY,NYSE,Financial,Banks,listed,,,,,,,,,,,,58.5,Weak IPO,Low,ipo_data.json,
BYD Company Ltd,BYDDY,OTC,Consumer Cyclical,Auto Manufacturers,listed,,,,,,,,,,,,58.5,Weak IPO,Low,ipo_data.json,
Honeywell Automation India Ltd,HONAUT,NSE,Industrials,Industrial Equipment,listed,1995-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IN
Polycab India Ltd,POLYCAB,NSE,Industrials,Electrical Equipment,listed,2019-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IN
Teamlease Services Ltd,TEAMLEASE,NSE,Industrials,Staffing,listed,2016-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IN
Fiverr International Ltd,FVRR,NYSE,Communication,Internet Services,listed,2019-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IL
Vishal Fabrics Ltd,VISHALFAB,NSE,Consumer Cyclical,Textiles,listed,2024-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IN
Star Health & Allied Ins,STARHEALTH,NSE,Financial,Insurance,listed,2021-01-01,,,,,,,,,,,58.5,Weak IPO,Low,expansion_db,IN
Ravelcare,,BSE,,,listed,2025-12-08,,130.0,130.0,,123.65,,,89.0,,,58.4,Weak IPO,Low,ipo_data.json,
GK Energy,,BSE,,,listed,2025-09-26,,153.0,153.0,,141.41,,,3103.0,,,58.4,Weak IPO,Low,ipo_data.json,
Solarium Green,,BSE,,,listed,2025-02-13,,191.0,191.0,,182.35,,,398.0,,,58.4,Weak IPO,Low,ipo_data.json,
Kabra Jewels,,BSE,,,listed,2025-01-22,,128.0,128.0,,110.85,,,134.0,,,58.4,Weak IPO,Low,ipo_data.json,
Akums Drugs,,BSE,,,listed,2024-08-06,,679.0,679.0,,553.8,,,10687.0,,,58.4,Weak IPO,Low,ipo_data.json,
Master Component,,BSE,,,listed,2023-09-29,,140.0,140.0,,350.55,,,56.0,,,58.4,Weak IPO,Low,ipo_data.json,
Cell Point,,BSE,,,listed,2023-06-28,,100.0,100.0,,15.75,,,187.0,,,58.4,Weak IPO,Low,ipo_data.json,
Mindtree Ltd,MINDTREE,NSE,Technology,Software,listed,2007-01-01,,,,,,,,,,,58.4,Weak IPO,Low,expansion_db,IN
Zensar Technologies Ltd,ZENSARTECH,NSE,Technology,Software,listed,2003-01-01,,,,,,,,,,,58.4,Weak IPO,Low,expansion_db,IN
Neochem Bio,,BSE,,,listed,2025-12-09,,98.0,98.0,,92.75,,,168.0,,,58.3,Weak IPO,Low,ipo_data.json,
Allied Blenders,,BSE,,,listed,2024-07-02,,281.0,281.0,,580.7,,,7860.0,,,58.3,Weak IPO,Low,ipo_data.json,
Yatra Online,,BSE,,,listed,2023-09-28,,142.0,142.0,,98.84,,,2228.0,,,58.3,Weak IPO,Low,ipo_data.json,
Drone Destinatio,,BSE,,,listed,2023-07-21,,65.0,65.0,,38.35,,,158.0,,,58.3,Weak IPO,Low,ipo_data.json,
Roche Holding AG,RHHBY,OTC,Healthcare,Drug Manufacturers,listed,,,,,,,,,,,,58.3,Weak IPO,Low,ipo_data.json,
LG Electronics India,LGINDIA,NSE,,,upcoming,2026-07-25,,2,800,,,"₹12,000 Cr",,,,,58.3,Weak IPO,Low,ipos.json,India
Sapphire Foods India Ltd,SAPPHIRE,NSE,Consumer Cyclical,Restaurants,listed,2021-01-01,,,,,,,,,,,58.3,Weak IPO,Low,expansion_db,IN
London Stock Exchange Group,LSEG,LSE,Financial,Financial Services,listed,2007-01-01,,,,,,,,,,,58.3,Weak IPO,Low,expansion_db,GB
Aye Finance,,BSE,,,listed,2026-02-16,,141.0,141.0,,146.86,,,3484.0,,,58.2,Weak IPO,Low,ipo_data.json,
Invicta Diagnos.,,BSE,,,listed,2025-12-08,,85.0,85.0,,64.5,,,107.0,,,58.2,Weak IPO,Low,ipo_data.json,
Urban Company,URBAN,BSE,,,listed,2025-09-17,,96.0,96.0,,125.45,"₹2,500 Cr",,14790.0,,,58.2,Weak IPO,Low,ipo_data.json,India
OBSC Perfection,,BSE,,,listed,2024-10-29,,95.0,95.0,,486.5,,,245.0,,,58.2,Weak IPO,Low,ipo_data.json,
Rappid Valves,,BSE,,,listed,2024-09-30,,222.0,222.0,,218.0,,,115.0,,,58.2,Weak IPO,Low,ipo_data.json,
Gala Precis. Eng,,BSE,,,listed,2024-09-09,,524.0,524.0,,910.4,,,670.0,,,58.2,Weak IPO,Low,ipo_data.json,
Zenith Drugs,,BSE,,,listed,2024-02-27,,79.0,79.0,,40.6,,,136.0,,,58.2,Weak IPO,Low,ipo_data.json,
Motisons Jewel,,BSE,,,listed,2023-12-26,,5.0,5.0,,11.71,,,541.0,,,58.2,Weak IPO,Low,ipo_data.json,
UltraTech Cement Ltd,ULTRACEMCO,NSE,Basic Materials,Cement,listed,2004-01-01,,,,,,,,,,,58.2,Weak IPO,Low,expansion_db,IN
Indian Bank,INDIANB,NSE,Financial,Banks,listed,1995-01-01,,,,,,,,,,,58.2,Weak IPO,Low,expansion_db,IN
Alkyl Amines Chemicals Ltd,ALKYLAMINE,NSE,Basic Materials,Chemicals,listed,2007-01-01,,,,,,,,,,,58.2,Weak IPO,Low,expansion_db,IN
Mehul Colours,,BSE,,,listed,2025-08-06,,72.0,72.0,,70.0,,,76.0,,,58.1,Weak IPO,Low,ipo_data.json,
Barflex Polyfilm,,BSE,,,listed,2025-01-20,,60.0,60.0,,58.25,,,148.0,,,58.1,Weak IPO,Low,ipo_data.json,
Jeyyam Global,,BSE,,,listed,2024-09-09,,61.0,61.0,,28.55,,,290.0,,,58.1,Weak IPO,Low,ipo_data.json,
Ramdevbaba Sol.,,BSE,,,listed,2024-04-23,,82.0,82.0,,93.15,,,188.0,,,58.1,Weak IPO,Low,ipo_data.json,
Hexagon Nutri.,,NSE,,,upcoming,2026-06-12,,,,,,₹553 Cr (M.Cap),,,,,58.1,Weak IPO,Low,ipos.json,India
Hindalco Industries Ltd,HINDALCO,NSE,Basic Materials,Metals & Mining,listed,1959-01-01,,,,,,,,,,,58.1,Weak IPO,Low,expansion_db,IN
Torrent Pharmaceuticals Ltd,TORNTPHARM,NSE,Healthcare,Pharmaceuticals,listed,1995-01-01,,,,,,,,,,,58.1,Weak IPO,Low,expansion_db,IN
Gujarat State Petronet Ltd,GSPL,NSE,Utilities,Gas Distribution,listed,2005-01-01,,,,,,,,,,,58.1,Weak IPO,Low,expansion_db,IN
Windlas Biotech Ltd,WINDLAS,NSE,Healthcare,Pharmaceuticals,listed,2021-01-01,,,,,,,,,,,58.1,Weak IPO,Low,expansion_db,IN
Novo Nordisk A/S,NVO,NYSE,Healthcare,Drug Manufacturers,listed,,,,,,,,,,,,58.0,Weak IPO,Low,ipo_data.json,
Riku Dining Group,RIKU,NASDAQ,,,upcoming,2026-06-05,,4.00,6.00,,,$25.0M,,,,,58.0,Weak IPO,Low,ipos.json,USA
Hindustan Petroleum Corp,HINDPETRO,NSE,Energy,Oil & Gas,listed,1995-01-01,,,,,,,,,,,58.0,Weak IPO,Low,expansion_db,IN
IEX (Indian Energy Exchange),IEX,NSE,Financial,Financial Services,listed,2017-01-01,,,,,,,,,,,58.0,Weak IPO,Low,expansion_db,IN
United Overseas Bank Ltd,U11,SGX,Financial,Banks,listed,1999-01-01,,,,,,,,,,,58.0,Weak IPO,Low,expansion_db,SG
Kaytex Fabrics,,BSE,,,listed,2025-08-05,,180.0,180.0,,61.0,,,265.0,,,57.9,Weak IPO,Low,ipo_data.json,
Bharat Electronics Ltd,BEL,NSE,Industrials,Aerospace & Defense,listed,2004-01-01,,,,,,,,,,,57.9,Weak IPO,Low,expansion_db,IN
Avanti Feeds Ltd,AVANTIFEED,NSE,Consumer Defensive,Food,listed,2007-01-01,,,,,,,,,,,57.9,Weak IPO,Low,expansion_db,IN
Power Finance Corp Ltd,PFC,NSE,Financial,Financial Services,listed,2007-01-01,,,,,,,,,,,57.9,Weak IPO,Low,expansion_db,IN
Innovana Thinklabs Ltd,INNOVANA,NSE,Technology,Software,listed,2023-01-01,,,,,,,,,,,57.9,Weak IPO,Low,expansion_db,IN
Anlon Healthcare,,BSE,,,listed,2025-09-03,,9.0,9.0,,13.98,,,484.0,,,57.8,Weak IPO,Low,ipo_data.json,
Paradeep Pari.,,BSE,,,listed,2025-03-24,,98.0,98.0,,157.95,,,156.0,,,57.8,Weak IPO,Low,ipo_data.json,
Maxposure,,BSE,,,listed,2024-01-23,,33.0,33.0,,32.0,,,75.0,,,57.8,Weak IPO,Low,ipo_data.json,
Micropro Softwar,,BSE,,,listed,2023-11-10,,81.0,81.0,,20.0,,,116.0,,,57.8,Weak IPO,Low,ipo_data.json,
KK Shah Hospital,,BSE,,,listed,2023-11-06,,45.0,45.0,,40.9,,,31.0,,,57.8,Weak IPO,Low,ipo_data.json,
Updater Services,,BSE,,,listed,2023-10-04,,300.0,300.0,,193.04,,,2008.0,,,57.8,Weak IPO,Low,ipo_data.json,
AccelerateBS Ind,,BSE,,,listed,2023-07-19,,56.0,56.0,,120.05,,,19.0,,,57.8,Weak IPO,Low,ipo_data.json,
Dr. Lal PathLabs Ltd,LALPATHLAB,NSE,Healthcare,Diagnostics,listed,2021-01-01,,,,,,,,,,,57.8,Weak IPO,Low,expansion_db,IN
Medirom Healthcare Tech.,MED,NYSE,Healthcare,Healthcare Services,listed,2019-01-01,,,,,,,,,,,57.8,Weak IPO,Low,expansion_db,IL
Chemplast Sanmar Ltd,CHEMPLASTS,NSE,Basic Materials,Chemicals,listed,2021-01-01,,,,,,,,,,,57.8,Weak IPO,Low,expansion_db,IN
STC India Ltd,STCINDIA,NSE,Industrials,Trading,listed,1995-01-01,,,,,,,,,,,57.8,Weak IPO,Low,expansion_db,IN
Vikram Aroma Chemicals,VIKRAMAROM,NSE,Basic Materials,Chemicals,listed,2024-01-01,,,,,,,,,,,57.8,Weak IPO,Low,expansion_db,IN
Finbud Financial,,BSE,,,listed,2025-11-13,,142.0,142.0,,117.0,,,270.0,,,57.7,Weak IPO,Low,ipo_data.json,
Sihora Indust.,,BSE,,,listed,2025-10-17,,66.0,66.0,,58.75,,,35.0,,,57.7,Weak IPO,Low,ipo_data.json,
Hamps Bio,,BSE,,,listed,2024-12-20,,26.0,26.0,,26.0,,,22.0,,,57.7,Weak IPO,Low,ipo_data.json,
Mach Travel Solutions,,BSE,,,listed,2024-09-11,,225.0,225.0,,137.35,,,473.0,,,57.7,Weak IPO,Low,ipo_data.json,
Brisk Technovisi,,BSE,,,listed,2024-01-31,,156.0,156.0,,82.0,,,31.0,,,57.7,Weak IPO,Low,ipo_data.json,
Hexagon Nutrition,HEXAGON,NSE,,,upcoming,2026-06-12,,42,45,,,,,,,,57.7,Weak IPO,Low,ipos.json,India
MK Exim India Ltd,MKEXIM,NSE,Industrials,Trading,listed,2024-01-01,,,,,,,,,,,57.7,Weak IPO,Low,expansion_db,IN
Swaraj Engines Ltd,SWARAJENG,NSE,Industrials,Farm Equipment,listed,2007-01-01,,,,,,,,,,,57.7,Weak IPO,Low,expansion_db,IN
Billionbrains,,BSE,,,listed,2025-11-12,,98.0,98.0,,196.09,,,61736.0,,,57.6,Weak IPO,Low,ipo_data.json,
Anondita Medi.,,BSE,,,listed,2025-09-01,,145.0,145.0,,1219.9,,,262.0,,,57.6,Weak IPO,Low,ipo_data.json,
Danish Power,,BSE,,,listed,2024-10-29,,380.0,380.0,,918.0,,,748.0,,,57.6,Weak IPO,Low,ipo_data.json,
Indus Inf. Trust,,BSE,,,listed,2024-03-12,,100.0,100.0,,125.45,,,4429.0,,,57.6,Weak IPO,Low,ipo_data.json,
Turtlemint Fintech Solutions,TURTLEMINT,NSE,,,upcoming,–,,,,,,,,,,,57.6,Weak IPO,Low,ipos.json,India
Adani Enterprises Ltd,ADANIENT,NSE,Energy,Conglomerate,listed,1994-01-01,,,,,,,,,,,57.6,Weak IPO,Low,expansion_db,IN
Housing & Urban Dev Corp,HUDCO,NSE,Financial,Housing Finance,listed,2017-01-01,,,,,,,,,,,57.6,Weak IPO,Low,expansion_db,IN
KM Agritech Ltd,KMAGRI,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,57.6,Weak IPO,Low,expansion_db,IN
Ganga Bath Fitt.,,BSE,,,listed,2025-06-11,,49.0,49.0,,22.2,,,109.0,,,57.5,Weak IPO,Low,ipo_data.json,
Inventurus Knowl,,BSE,,,listed,2024-12-19,,1328.0,1328.0,,1659.1,,,22802.0,,,57.5,Weak IPO,Low,ipo_data.json,
Nexxus Petro,,BSE,,,listed,2024-10-04,,105.0,105.0,,90.0,,,73.0,,,57.5,Weak IPO,Low,ipo_data.json,
Saakshi Medtech,,BSE,,,listed,2023-10-03,,97.0,97.0,,246.2,,,171.0,,,57.5,Weak IPO,Low,ipo_data.json,
ZTO Express (Cayman) Inc.,2057,HKEX,Industrials,Logistics,listed,2020-01-01,,,,,,,,,,,57.5,Weak IPO,Low,expansion_db,CN
AIA Engineering Ltd,AIAENG,NSE,Industrials,Industrial Equipment,listed,2007-01-01,,,,,,,,,,,57.5,Weak IPO,Low,expansion_db,IN
Nuvoco Vistas Corp Ltd,NUVOCO,NSE,Basic Materials,Cement,listed,2021-01-01,,,,,,,,,,,57.5,Weak IPO,Low,expansion_db,IN
Unisem Agritech,,BSE,,,listed,2025-12-17,,65.0,65.0,,47.0,,,74.0,,,57.4,Weak IPO,Low,ipo_data.json,
Fabtech Tech.,,BSE,,,listed,2025-10-07,,191.0,191.0,,149.11,,,849.0,,,57.4,Weak IPO,Low,ipo_data.json,
Rapid Fleet,,BSE,,,listed,2025-03-28,,192.0,192.0,,189.0,,,143.0,,,57.4,Weak IPO,Low,ipo_data.json,
Ken Enter.,,BSE,,,listed,2025-02-12,,94.0,94.0,,34.0,,,231.0,,,57.4,Weak IPO,Low,ipo_data.json,
Juniper Hotels,,BSE,,,listed,2024-02-28,,360.0,360.0,,205.27,,,8010.0,,,57.4,Weak IPO,Low,ipo_data.json,
Tata Communications Ltd,TATACOMM,NSE,Communication,Telecom,listed,2002-01-01,,,,,,,,,,,57.4,Weak IPO,Low,expansion_db,IN
Dodla Dairy Ltd,DODLA,NSE,Consumer Defensive,Food,listed,2021-01-01,,,,,,,,,,,57.4,Weak IPO,Low,expansion_db,IN
Kiaasa Retail,,BSE,,,listed,2026-03-02,,127.0,127.0,,42.1,,,232.0,,,57.3,Weak IPO,Low,ipo_data.json,
Bai-Kakaji Poly.,,BSE,,,listed,2025-12-31,,186.0,186.0,,170.0,,,398.0,,,57.3,Weak IPO,Low,ipo_data.json,
Jay Ambe Super.,,BSE,,,listed,2025-09-17,,78.0,78.0,,156.75,,,69.0,,,57.3,Weak IPO,Low,ipo_data.json,
Readymix Cons.,,BSE,,,listed,2025-02-13,,123.0,123.0,,76.15,,,135.0,,,57.3,Weak IPO,Low,ipo_data.json,
NTPC Green Ene.,,BSE,,,listed,2024-11-27,,108.0,108.0,,100.86,,,91000.0,,,57.3,Weak IPO,Low,ipo_data.json,
Divine Power,,BSE,,,listed,2024-07-02,,34.0,34.0,,493.2,,,86.0,,,57.3,Weak IPO,Low,ipo_data.json,
Digikore Studios,,BSE,,,listed,2023-10-04,,86.0,86.0,,56.7,,,108.0,,,57.3,Weak IPO,Low,ipo_data.json,
Alphabet Inc.,GOOGL,NASDAQ,Technology,Internet Services,listed,,,,,,,,,,,,57.3,Weak IPO,Low,ipo_data.json,
ASML Holding N.V.,ASML,NASDAQ,Technology,Semiconductors,listed,,,,,,,,,,,,57.3,Weak IPO,Low,ipo_data.json,
TotalEnergies SE,TTE,NYSE,Energy,Oil & Gas,listed,,,,,,,,,,,,57.3,Weak IPO,Low,ipo_data.json,
Zetwerk,ZETWERK,NSE,,,upcoming,–,,,,,,,,,,,57.3,Weak IPO,Low,ipos.json,India
CDSL Ltd,CDSL,NSE,Financial,Financial Services,listed,2017-01-01,,,,,,,,,,,57.3,Weak IPO,Low,expansion_db,IN
Zee Entertainment Ltd,ZEEL,NSE,Communication,Entertainment,listed,2001-01-01,,,,,,,,,,,57.3,Weak IPO,Low,expansion_db,IN
Quess Corp Ltd,QUESS,NSE,Industrials,Staffing,listed,2016-01-01,,,,,,,,,,,57.3,Weak IPO,Low,expansion_db,IN
Rallis India Ltd,RALLIS,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,57.3,Weak IPO,Low,expansion_db,IN
Nanta Tech,,BSE,,,listed,2025-12-31,,220.0,220.0,,390.75,,,113.0,,,57.2,Weak IPO,Low,ipo_data.json,
Thaai,,BSE,,,listed,2024-02-23,,73.0,73.0,,97.0,,,178.0,,,57.2,Weak IPO,Low,ipo_data.json,
Value 360 Commu.,,BSE,,,listed,2026-05-11,,98.0,98.0,,70.85,,,158.0,,,57.1,Weak IPO,Low,ipo_data.json,
Anand Rathi Shar,,BSE,,,listed,2025-09-30,,412.0,412.0,,524.75,,,2596.0,,,57.1,Weak IPO,Low,ipo_data.json,
Pushpa Jewellers,,BSE,,,listed,2025-07-07,,147.0,147.0,,120.0,,,356.0,,,57.1,Weak IPO,Low,ipo_data.json,
Unimech Aero.,,BSE,,,listed,2024-12-31,,785.0,785.0,,1078.25,,,3992.0,,,57.1,Weak IPO,Low,ipo_data.json,
Senores Pharma.,,BSE,,,listed,2024-12-30,,391.0,391.0,,1034.7,,,1801.0,,,57.1,Weak IPO,Low,ipo_data.json,
Stanley Lifesty.,,BSE,,,listed,2024-06-28,,368.0,368.0,,141.79,,,2104.0,,,57.1,Weak IPO,Low,ipo_data.json,
Mandeep Auto,,BSE,,,listed,2024-05-21,,61.0,61.0,,19.8,,,69.0,,,57.1,Weak IPO,Low,ipo_data.json,
Vruddhi Engineer,,BSE,,,listed,2024-04-03,,70.0,70.0,,230.0,,,18.0,,,57.1,Weak IPO,Low,ipo_data.json,
Gujarat Kidney,,BSE,,,listed,2025-12-30,,114.0,114.0,,131.05,,,899.0,,,57.0,Weak IPO,Low,ipo_data.json,
Riddhi Display,,BSE,,,listed,2025-12-15,,100.0,100.0,,36.33,,,86.0,,,57.0,Weak IPO,Low,ipo_data.json,
Wakefit Innovati,,BSE,,,listed,2025-12-15,,192.0,192.0,,116.07,,,6373.0,,,57.0,Weak IPO,Low,ipo_data.json,
Fonebox Retail,,BSE,,,listed,2024-02-02,,70.0,70.0,,85.0,,,72.0,,,57.0,Weak IPO,Low,ipo_data.json,
Rajnandini Fashion India,RFIL,NSE,,,listed,2026-06-03,,59,63,,,,,,,,57.0,Weak IPO,Low,ipos.json,India
SKF India Ltd,SKFINDIA,NSE,Industrials,Industrial Equipment,listed,1995-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,IN
Suven Pharmaceuticals Ltd,SUVENPHAR,NSE,Healthcare,Pharmaceuticals,listed,2020-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,IN
Instacart (Maplebear Inc.),CART,NASDAQ,Technology,Software,listed,2023-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,US
Nu Holdings Ltd,NU,NYSE,Financial,Banks,listed,2021-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,BR
SKP Securities Ltd,SKPSEC,NSE,Financial,Financial Services,listed,2007-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,IN
Sumuka Agro Industries,SUMUKAAGRO,NSE,Consumer Defensive,Food,listed,2024-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,IN
Virya Resources Ltd,VIRYARES,NSE,Basic Materials,Mining,listed,2024-01-01,,,,,,,,,,,57.0,Weak IPO,Low,expansion_db,IN
